game,date,home,opp,rslt,pa,ab,r,h,2b,3b,hr,rbi,bb,ibb,so,hbp,sh,sf,roe,gdp,sb,cs,ba,obp,slg,ops,lob,numplayers,thr,oppstart,clean_date,game_date_id,team
130,Aug 24,False,TOR,"L,1-3",31,27,1,1,0,0,1,1,3,0,13,1,0,0,0,1,0,0,0.233,0.305,0.372,0.677,3,9,R,B.Francis(85),2024-08-24,1,angels
131,Aug 25,False,TOR,"L,2-8",30,30,2,3,0,1,1,2,0,0,13,0,0,0,0,0,1,0,0.232,0.303,0.371,0.675,1,9,R,K.Gausman(79),2024-08-25,1,angels
132,Aug 27,False,DET,"L,2-6",35,31,2,5,2,1,0,2,2,0,7,1,0,1,0,0,0,0,0.232,0.303,0.371,0.674,6,9,L,B.Hurter(53),2024-08-27,1,angels
133,Aug 28,False,DET,"L,2-3",35,32,2,6,1,0,1,2,3,0,11,0,0,0,1,0,2,1,0.231,0.303,0.37,0.673,6,10,R,M.Englert(55),2024-08-28,1,angels
134,Aug 29,False,DET,"W,3-0",35,32,3,7,1,0,1,3,3,0,9,0,0,0,0,1,1,0,0.231,0.303,0.37,0.673,5,12,R,K.Montero(47),2024-08-29,1,angels
135,Aug 30,True,SEA,"L,5-9",37,33,5,7,1,0,3,5,1,0,4,2,0,1,0,0,2,0,0.231,0.302,0.371,0.674,5,9,R,G.Kirby(40),2024-08-30,1,angels
136,Aug 31,True,SEA,"W,5-4",33,32,5,7,2,0,4,5,1,0,4,0,0,0,0,0,0,0,0.231,0.302,0.373,0.675,2,10,R,B.Woo(50),2024-08-31,1,angels
137,Sep 1,True,SEA,"W,3-2",33,28,3,4,1,0,1,3,4,0,9,1,0,0,0,0,0,0,0.23,0.302,0.373,0.675,6,9,R,B.Miller(45),2024-09-01,1,angels
138,Sep 3,True,LAD,"L,2-6",36,34,2,5,0,0,2,2,2,0,9,0,0,0,0,1,1,0,0.23,0.301,0.372,0.673,5,9,R,W.Buehler(53),2024-09-03,1,angels
139,Sep 4,True,LAD,"W,10-1",39,34,10,11,0,0,3,10,4,0,10,1,0,0,0,1,1,0,0.23,0.302,0.374,0.676,5,10,R,B.Miller(34),2024-09-04,1,angels
140,Sep 5,False,TEX,"L,1-3",33,30,1,4,0,0,0,1,3,0,11,0,0,0,0,1,0,0,0.23,0.301,0.373,0.674,5,9,L,C.Bradford(66),2024-09-05,1,angels
141,Sep 6,False,TEX,"W,5-1",37,34,5,7,0,0,1,4,3,0,4,0,0,0,1,1,0,0,0.23,0.301,0.372,0.673,5,11,R,G.Garabito(44),2024-09-06,1,angels
142,Sep 7,False,TEX,"L,4-6",35,28,4,3,0,0,1,3,5,0,11,1,0,1,0,1,3,0,0.229,0.301,0.371,0.672,4,9,R,J.Leiter(55),2024-09-07,1,angels
143,Sep 8,False,TEX,"L,4-7",35,33,4,5,2,0,1,4,2,0,10,0,0,0,1,0,0,0,0.228,0.3,0.371,0.67,4,11,L,A.Heaney(59),2024-09-08,1,angels
144,Sep 9,False,MIN,"W,6-2",39,33,6,9,2,0,2,6,4,0,8,2,0,0,0,1,0,0,0.229,0.301,0.372,0.672,6,10,R,D.Festa(39),2024-09-09,1,angels
145,Sep 10,False,MIN,"L,5-10",38,36,5,10,1,0,1,5,2,0,13,0,0,0,1,2,0,0,0.229,0.301,0.372,0.672,6,13,R,P.López(62),2024-09-10,1,angels
146,Sep 11,False,MIN,"L,4-6",40,35,4,10,0,0,3,4,5,0,14,0,0,0,0,1,1,1,0.229,0.301,0.373,0.674,9,11,R,Z.Matthews(45),2024-09-11,1,angels
147,Sep 13,True,HOU,"L,3-5",32,30,3,3,0,0,1,3,2,0,10,0,0,0,0,0,2,0,0.229,0.3,0.372,0.672,2,11,L,Y.Kikuchi(63),2024-09-13,1,angels
148,Sep 14,True,HOU,"L,3-5",36,31,3,6,1,0,0,3,4,0,5,1,0,0,0,1,1,0,0.228,0.3,0.371,0.671,6,11,R,J.Verlander(51),2024-09-14,1,angels
149,Sep 15,True,HOU,"L,4-6",38,34,4,8,2,0,1,4,3,0,9,1,0,0,0,1,0,0,0.228,0.301,0.371,0.672,7,12,R,R.Blanco(67),2024-09-15,1,angels
150,Sep 16,True,CHW,"L,4-8",34,31,4,5,0,0,2,4,2,0,11,1,0,0,0,1,1,0,0.228,0.3,0.371,0.671,3,9,R,J.Cannon(57),2024-09-16,1,angels
151,Sep 17,True,CHW,"W,5-0",36,31,5,10,1,0,1,4,4,0,6,1,0,0,0,2,2,0,0.229,0.301,0.371,0.672,7,10,R,D.Martin(43),2024-09-17,1,angels
152,Sep 18,True,CHW,"W,4-3",52,43,4,7,0,0,0,4,7,0,14,1,1,0,0,0,1,0,0.228,0.301,0.37,0.67,15,14,L,J.Shuster(58),2024-09-18,1,angels
153,Sep 19,False,HOU,"L,1-3",34,33,1,6,1,0,1,1,1,0,11,0,0,0,0,0,3,0,0.228,0.3,0.369,0.669,6,9,L,Y.Kikuchi(66),2024-09-19,1,angels
154,Sep 20,False,HOU,"L,7-9",42,40,7,13,1,1,1,7,1,0,12,1,0,0,0,0,1,0,0.229,0.301,0.37,0.671,8,11,R,J.Verlander(27),2024-09-20,1,angels
155,Sep 21,False,HOU,"L,4-10",40,37,4,10,4,0,1,3,2,0,16,1,0,0,0,0,0,0,0.229,0.301,0.371,0.671,9,10,R,R.Blanco(57),2024-09-21,1,angels
156,Sep 22,False,HOU,"W,9-8",40,37,9,12,3,0,2,8,2,0,8,0,0,1,1,1,1,1,0.23,0.301,0.372,0.673,4,13,R,S.Arrighetti(60),2024-09-22,1,angels
157,Sep 24,False,CHW,"L,2-3",34,30,2,5,1,0,1,2,4,0,11,0,0,0,0,1,3,1,0.229,0.301,0.372,0.673,5,9,R,J.Cannon(72),2024-09-24,1,angels
1,Mar 28,True,COL,"W,16-1",44,40,16,18,3,0,1,16,3,0,9,0,0,1,0,1,0,0,0.45,0.477,0.6,1.077,4,12,L,K.Freeland(-2),2024-03-28,1,d-backs
2,Mar 29,True,COL,"W,7-3",40,36,7,14,2,0,3,7,4,0,2,0,0,0,0,1,1,1,0.421,0.464,0.645,1.109,9,9,R,C.Quantrill(29),2024-03-29,1,d-backs
3,Mar 30,True,COL,"L,4-9",40,31,4,8,1,0,2,4,9,0,5,0,0,0,0,4,1,0,0.374,0.452,0.598,1.05,9,10,L,A.Gomber(36),2024-03-30,1,d-backs
4,Mar 31,True,COL,"W,5-1",31,28,5,5,1,0,1,4,2,0,6,1,0,0,1,2,3,1,0.333,0.413,0.541,0.954,2,10,R,R.Feltner(43),2024-03-31,1,d-backs
5,Apr 1,True,NYY,"L,2-5",37,30,2,4,1,1,0,2,4,0,7,1,0,2,1,0,0,0,0.297,0.38,0.485,0.865,8,10,R,L.Gil(61),2024-04-01,1,d-backs
6,Apr 2,True,NYY,"W,7-0",39,35,7,11,1,0,1,6,4,0,7,0,0,0,1,0,1,1,0.3,0.381,0.475,0.856,8,11,L,N.Cortés(39),2024-04-02,1,d-backs
7,Apr 3,True,NYY,"L,5-6",45,41,5,9,3,0,2,5,3,1,11,1,0,0,1,0,0,1,0.286,0.366,0.469,0.835,9,14,L,C.Rodón(47),2024-04-03,1,d-backs
8,Apr 5,False,ATL,"L,5-6",45,39,5,9,2,0,1,5,6,0,8,0,0,0,0,0,0,0,0.279,0.361,0.454,0.815,11,10,R,S.Strider(29),2024-04-05,1,d-backs
9,Apr 6,False,ATL,"L,8-9",43,39,8,12,2,0,1,7,2,1,6,1,1,0,0,0,0,0,0.282,0.361,0.451,0.812,8,11,L,M.Fried(17),2024-04-06,1,d-backs
10,Apr 7,False,ATL,"L,2-5",33,31,2,5,0,0,0,1,1,0,8,0,1,0,0,0,0,0,0.271,0.347,0.426,0.773,4,11,L,C.Sale(58),2024-04-07,1,d-backs
11,Apr 8,False,COL,"L,5-7",41,33,5,7,0,0,0,3,7,0,6,0,0,1,1,0,1,0,0.266,0.346,0.407,0.754,9,12,L,K.Freeland(43),2024-04-08,1,d-backs
12,Apr 9,False,COL,"W,3-2",39,35,3,9,2,0,2,3,4,0,8,0,0,0,0,1,0,0,0.266,0.345,0.414,0.759,9,10,R,C.Quantrill(50),2024-04-09,1,d-backs
13,Apr 10,False,COL,"W,5-3",42,37,5,10,3,0,1,5,5,0,5,0,0,0,0,0,1,0,0.266,0.346,0.415,0.762,10,15,L,A.Gomber(54),2024-04-10,1,d-backs
14,Apr 12,True,STL,"L,6-9",37,36,6,9,1,0,1,6,1,0,9,0,0,0,2,1,1,0,0.265,0.341,0.411,0.753,4,12,L,S.Matz(40),2024-04-12,1,d-backs
15,Apr 13,True,STL,"W,4-2",32,27,4,6,2,0,1,4,4,0,5,0,0,1,0,1,0,0,0.263,0.34,0.411,0.751,4,10,R,K.Gibson(43),2024-04-13,1,d-backs
16,Apr 14,True,STL,"W,5-0",33,29,5,7,2,0,0,4,3,0,5,0,0,1,0,1,2,0,0.261,0.338,0.406,0.743,4,9,R,M.Mikolas(37),2024-04-14,1,d-backs
17,Apr 15,True,CHC,"L,2-3",40,35,2,3,1,0,0,2,5,1,8,0,0,0,0,0,0,1,0.251,0.329,0.388,0.718,7,11,R,B.Brown(68),2024-04-15,1,d-backs
18,Apr 16,True,CHC,"W,12-11",50,37,12,12,2,0,3,10,10,0,5,1,0,2,1,1,3,0,0.255,0.339,0.402,0.741,12,12,R,K.Hendricks(25),2024-04-16,1,d-backs
19,Apr 17,True,CHC,"L,3-5",36,34,3,7,3,0,2,3,1,0,7,1,0,0,0,1,1,0,0.253,0.334,0.406,0.74,6,12,L,J.Wicks(49),2024-04-17,1,d-backs
20,Apr 18,False,SFG,"L,0-5",30,29,0,3,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0.246,0.326,0.393,0.719,3,9,R,L.Webb(77),2024-04-18,1,d-backs
21,Apr 19,False,SFG,"W,17-1",53,48,17,22,6,0,1,16,5,0,5,0,0,0,0,1,0,0,0.26,0.338,0.41,0.748,9,13,L,B.Snell(28),2024-04-19,1,d-backs
22,Apr 20,False,SFG,"L,3-7",35,33,3,7,2,0,0,3,1,0,13,1,0,0,0,1,0,0,0.258,0.335,0.404,0.739,5,11,L,K.Harrison(42),2024-04-20,1,d-backs
23,Apr 21,False,SFG,"W,5-3",39,31,5,7,2,0,0,5,4,0,2,2,0,2,0,1,0,1,0.257,0.335,0.399,0.734,7,11,R,J.Hicks(57),2024-04-21,1,d-backs
24,Apr 22,False,STL,"L,3-5",40,34,3,9,3,0,0,3,4,0,11,1,0,1,0,1,0,0,0.257,0.335,0.397,0.733,10,9,R,L.Lynn(45),2024-04-22,1,d-backs
25,Apr 23,False,STL,"W,14-1",46,41,14,15,4,0,3,14,4,0,10,1,0,0,0,1,0,0,0.262,0.34,0.411,0.751,5,9,L,S.Matz(24),2024-04-23,1,d-backs
26,Apr 24,False,STL,"L,1-5",35,30,1,7,0,0,0,1,3,0,7,1,0,1,0,3,0,0,0.261,0.339,0.405,0.744,7,12,R,K.Gibson(62),2024-04-24,1,d-backs
27,Apr 26,False,SEA,"L,1-6",32,27,1,3,0,0,1,1,4,0,7,1,0,0,0,3,0,0,0.257,0.336,0.4,0.736,4,9,R,E.Hancock(66),2024-04-26,1,d-backs
28,Apr 27,False,SEA,"L,1-3",32,30,1,3,1,1,0,1,2,0,14,0,0,0,0,0,0,0,0.252,0.331,0.393,0.724,4,9,R,G.Kirby(84),2024-04-27,1,d-backs
29,Apr 28,False,SEA,"W,3-2",35,32,3,6,4,0,1,3,2,0,12,0,1,0,0,0,0,0,0.25,0.328,0.394,0.722,5,11,R,L.Gilbert(65),2024-04-28,1,d-backs
30,Apr 29,True,LAD,"L,4-8",39,31,4,7,2,0,0,3,6,0,6,0,0,2,0,1,0,0,0.249,0.328,0.391,0.719,8,10,L,J.Paxton(38),2024-04-29,1,d-backs
31,Apr 30,True,LAD,"W,4-3",40,36,4,10,3,0,2,4,2,0,5,1,1,0,0,0,1,0,0.25,0.329,0.395,0.724,10,11,R,L.Knack(56),2024-04-30,1,d-backs
32,May 1,True,LAD,"L,0-8",37,32,0,7,1,0,0,0,5,0,7,0,0,0,0,2,0,0,0.249,0.328,0.391,0.719,10,11,R,Y.Yamamoto(65),2024-05-01,1,d-backs
33,May 3,True,SDP,"L,1-7",29,29,1,3,2,0,0,1,0,0,10,0,0,0,0,1,0,0,0.246,0.323,0.385,0.709,1,9,R,D.Cease(72),2024-05-03,1,d-backs
34,May 4,True,SDP,"L,1-13",35,33,1,8,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0.245,0.322,0.381,0.704,7,12,R,M.King(63),2024-05-04,1,d-backs
35,May 5,True,SDP,"W,11-4",38,35,11,13,3,0,2,11,3,0,4,0,0,0,0,2,0,0,0.249,0.325,0.389,0.714,3,11,R,M.Waldron(12),2024-05-05,1,d-backs
36,May 7,False,CIN,"W,6-2",38,36,6,8,1,0,2,6,2,0,12,0,0,0,1,0,0,0,0.248,0.323,0.389,0.713,5,10,R,F.Montas(64),2024-05-07,1,d-backs
37,May 8,False,CIN,"W,4-3",37,33,4,8,1,0,1,4,3,0,7,1,0,0,1,3,1,0,0.248,0.323,0.389,0.712,6,11,R,G.Ashcraft(42),2024-05-08,1,d-backs
38,May 9,False,CIN,"W,5-4",42,33,5,9,3,1,1,5,8,0,10,0,0,1,0,0,1,0,0.249,0.326,0.392,0.718,10,11,R,H.Greene(48),2024-05-09,1,d-backs
39,May 10,False,BAL,"L,2-4",37,34,2,7,1,0,1,2,2,0,8,1,0,0,0,0,0,0,0.248,0.324,0.39,0.715,8,12,L,C.Irvin(56),2024-05-10,1,d-backs
40,May 11,False,BAL,"L,4-5",42,38,4,7,2,1,1,4,1,0,6,2,0,1,0,1,0,0,0.246,0.322,0.39,0.712,7,11,L,J.Means(39),2024-05-11,1,d-backs
41,May 12,False,BAL,"W,9-2",41,34,9,8,4,0,1,8,5,0,14,0,0,2,0,0,0,0,0.246,0.322,0.391,0.713,5,10,R,D.Kremer(49),2024-05-12,1,d-backs
42,May 13,True,CIN,"W,6-5",45,34,6,11,2,0,2,6,8,0,10,2,0,1,0,0,1,1,0.248,0.326,0.395,0.721,14,11,R,G.Ashcraft(36),2024-05-13,1,d-backs
43,May 14,True,CIN,"L,2-6",34,32,2,6,3,0,0,2,1,0,7,0,1,0,0,0,0,0,0.246,0.324,0.392,0.716,5,9,R,H.Greene(63),2024-05-14,1,d-backs
44,May 15,True,CIN,"W,2-1",31,29,2,6,2,0,1,2,2,0,6,0,0,0,0,1,0,0,0.245,0.322,0.392,0.715,5,11,L,A.Abbott(67),2024-05-15,1,d-backs
45,May 17,True,DET,"L,0-13",31,31,0,3,1,0,0,0,0,0,9,0,0,0,1,0,0,0,0.242,0.318,0.387,0.705,4,11,L,T.Skubal(76),2024-05-17,1,d-backs
46,May 18,True,DET,"L,3-8",36,33,3,8,0,2,0,3,3,0,11,0,0,0,0,1,0,0,0.242,0.318,0.386,0.704,6,11,R,J.Flaherty(61),2024-05-18,1,d-backs
47,May 19,True,DET,"W,6-4",39,33,6,12,1,1,0,6,4,0,5,0,0,2,0,0,1,1,0.245,0.32,0.388,0.708,9,12,R,M.Manning(29),2024-05-19,1,d-backs
48,May 20,False,LAD,"L,4-6",38,37,4,10,2,0,2,4,1,0,10,0,0,0,0,0,0,0,0.246,0.319,0.39,0.709,7,10,R,Y.Yamamoto(58),2024-05-20,1,d-backs
49,May 21,False,LAD,"W,7-3",40,38,7,12,1,0,2,7,2,0,7,0,0,0,0,1,1,0,0.247,0.32,0.392,0.713,6,9,R,G.Stone(44),2024-05-21,1,d-backs
50,May 22,False,LAD,"W,6-0",39,37,6,9,1,1,2,4,2,0,8,0,0,0,1,0,0,0,0.247,0.319,0.394,0.714,6,11,R,T.Glasnow(52),2024-05-22,1,d-backs
51,May 24,True,MIA,"L,0-3",31,31,0,4,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0.245,0.316,0.39,0.706,4,9,L,B.Garrett(85),2024-05-24,1,d-backs
52,May 25,True,MIA,"W,3-2",31,26,3,5,2,0,0,3,2,0,7,1,1,1,0,1,2,0,0.244,0.316,0.388,0.703,4,9,R,S.Sánchez(45),2024-05-25,1,d-backs
53,May 26,True,MIA,"L,1-3",34,33,1,6,0,1,0,1,1,0,11,0,0,0,0,0,0,0,0.243,0.314,0.385,0.699,6,9,L,R.Weathers(70),2024-05-26,1,d-backs
54,May 28,False,TEX,"L,2-4",36,33,2,8,2,0,0,2,2,0,9,0,0,1,0,0,1,0,0.243,0.313,0.384,0.697,7,12,R,N.Eovaldi(43),2024-05-28,1,d-backs
55,May 29,False,TEX,"L,1-6",40,35,1,9,1,0,0,1,5,0,10,0,0,0,0,1,1,0,0.243,0.314,0.382,0.696,12,13,R,D.Dunning(63),2024-05-29,1,d-backs
56,May 30,False,NYM,"L,2-3",34,30,2,4,2,0,0,2,3,0,8,0,0,0,1,1,1,1,0.242,0.312,0.379,0.691,5,12,R,C.Scott(54),2024-05-30,1,d-backs
57,May 31,False,NYM,"L,9-10",41,36,9,9,0,0,3,9,3,0,9,1,0,0,0,0,1,0,0.242,0.312,0.381,0.694,5,9,R,L.Severino(41),2024-05-31,1,d-backs
58,Jun 1,False,NYM,"W,10-5",43,37,10,11,1,0,1,9,5,0,13,0,0,1,0,0,4,0,0.243,0.314,0.382,0.695,6,9,L,S.Manaea(43),2024-06-01,1,d-backs
59,Jun 2,False,NYM,"W,5-4",41,36,5,9,4,0,3,5,3,0,13,2,0,0,0,0,0,0,0.243,0.314,0.386,0.7,9,12,L,J.Quintana(43),2024-06-02,1,d-backs
60,Jun 3,True,SFG,"W,4-2",34,33,4,9,2,1,2,4,0,0,8,1,0,0,0,1,0,0,0.243,0.314,0.389,0.703,5,10,L,E.Miller(49),2024-06-03,1,d-backs
61,Jun 4,True,SFG,"W,8-5",38,34,8,13,3,0,0,8,2,0,8,0,1,1,1,2,0,0,0.246,0.315,0.39,0.706,6,10,L,K.Harrison(47),2024-06-04,1,d-backs
62,Jun 5,True,SFG,"L,3-9",42,35,3,9,0,0,1,3,5,0,13,2,0,0,0,1,1,0,0.246,0.316,0.389,0.706,12,12,R,J.Hicks(44),2024-06-05,1,d-backs
63,Jun 6,False,SDP,"W,4-3",40,36,4,9,3,0,2,4,3,1,5,1,0,0,0,0,2,0,0.246,0.317,0.391,0.708,9,11,R,R.Vásquez(53),2024-06-06,1,d-backs
64,Jun 7,False,SDP,"L,3-10",39,36,3,9,1,0,2,3,2,0,12,1,0,0,0,0,1,0,0.246,0.316,0.392,0.709,9,11,R,M.King(61),2024-06-07,1,d-backs
65,Jun 8,False,SDP,"L,1-13",35,32,1,5,1,0,0,1,3,0,7,0,0,0,0,0,0,0,0.245,0.315,0.389,0.704,7,10,R,M.Waldron(64),2024-06-08,1,d-backs
66,Jun 9,False,SDP,"W,9-3",44,40,9,15,1,0,1,9,4,0,6,0,0,0,0,0,2,1,0.247,0.317,0.391,0.708,8,9,R,A.Mazur(10),2024-06-09,1,d-backs
67,Jun 11,True,LAA,"W,9-4",45,37,9,15,4,2,1,8,6,0,6,2,0,0,0,2,1,0,0.25,0.321,0.396,0.717,12,11,L,J.Suarez(32),2024-06-11,1,d-backs
68,Jun 12,True,LAA,"L,3-8",31,29,3,6,0,0,2,3,2,0,6,0,0,0,0,4,0,0,0.249,0.32,0.396,0.716,1,11,R,J.Soriano(67),2024-06-12,1,d-backs
69,Jun 13,True,LAA,"W,11-1",40,33,11,9,3,0,3,11,6,0,5,1,0,0,0,0,2,0,0.249,0.321,0.399,0.721,5,9,R,G.Canning(50),2024-06-13,1,d-backs
70,Jun 14,True,CHW,"W,7-1",36,33,7,10,1,0,2,7,3,0,6,0,0,0,0,0,1,0,0.25,0.322,0.401,0.723,5,9,R,C.Flexen(22),2024-06-14,1,d-backs
71,Jun 15,True,CHW,"L,2-9",37,36,2,10,3,0,0,2,0,0,9,0,0,1,0,0,0,0,0.251,0.321,0.4,0.721,8,9,R,E.Fedde(54),2024-06-15,1,d-backs
72,Jun 16,True,CHW,"W,12-5",40,29,12,9,2,1,1,10,8,0,6,0,0,2,0,1,1,0,0.251,0.323,0.402,0.725,4,11,R,D.Thorpe(13),2024-06-16,1,d-backs
73,Jun 18,False,WSN,"W,5-0",40,32,5,14,1,1,1,5,4,0,4,1,1,2,0,3,1,2,0.254,0.325,0.405,0.73,8,9,R,J.Irvin(33),2024-06-18,1,d-backs
74,Jun 19,False,WSN,"L,1-3",34,31,1,4,1,0,0,1,3,0,10,0,0,0,0,0,0,0,0.252,0.323,0.402,0.726,6,10,L,P.Corbin(61),2024-06-19,1,d-backs
75,Jun 20,False,WSN,"W,5-2",41,38,5,12,2,0,1,5,2,0,12,0,1,0,1,0,2,1,0.253,0.324,0.403,0.727,9,10,L,M.Gore(42),2024-06-20,1,d-backs
76,Jun 21,False,PHI,"W,5-4",41,34,5,9,1,0,3,5,4,0,6,3,0,0,0,0,2,0,0.253,0.325,0.405,0.73,9,11,R,T.Walker(36),2024-06-21,1,d-backs
77,Jun 22,False,PHI,"L,1-12",30,29,1,2,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0.251,0.322,0.401,0.724,2,12,R,Z.Wheeler(77),2024-06-22,1,d-backs
78,Jun 23,False,PHI,"L,1-4",31,31,1,6,1,0,0,1,0,0,7,0,0,0,0,2,0,0,0.25,0.321,0.399,0.72,3,12,L,C.Sánchez(75),2024-06-23,1,d-backs
79,Jun 25,True,MIN,"W,5-4",33,32,5,8,0,1,1,5,1,0,6,0,0,0,0,0,0,0,0.25,0.321,0.399,0.72,4,9,R,J.Ryan(49),2024-06-25,1,d-backs
80,Jun 26,True,MIN,"L,3-8",33,29,3,4,1,1,0,2,2,0,8,1,0,1,0,0,0,1,0.249,0.319,0.397,0.717,3,9,R,S.Woods Richardson(50),2024-06-26,1,d-backs
81,Jun 27,True,MIN,"L,6-13",40,36,6,9,1,0,1,6,2,0,7,1,0,1,1,0,0,0,0.249,0.319,0.397,0.716,7,12,R,D.Festa(34),2024-06-27,1,d-backs
82,Jun 28,True,OAK,"L,4-9",37,33,4,7,3,0,1,4,2,0,9,1,1,0,0,0,0,0,0.249,0.319,0.397,0.716,6,12,L,J.Sears(55),2024-06-28,1,d-backs
83,Jun 29,True,OAK,"W,3-0",39,34,3,12,3,0,0,3,4,1,5,1,0,0,0,2,0,0,0.25,0.32,0.397,0.718,12,10,L,H.Harris(30),2024-06-29,1,d-backs
84,Jun 30,True,OAK,"W,5-1",38,29,5,8,4,0,0,5,6,2,5,2,1,0,0,1,0,0,0.25,0.321,0.398,0.719,9,12,R,L.Medina(62),2024-06-30,1,d-backs
85,Jul 2,False,LAD,"L,5-6",41,36,5,10,0,0,2,4,4,0,9,0,1,0,0,0,0,0,0.251,0.322,0.398,0.72,9,11,R,B.Miller(52),2024-07-02,1,d-backs
86,Jul 3,False,LAD,"W,12-4",50,41,12,16,5,0,4,12,7,1,8,0,1,1,0,0,2,0,0.253,0.324,0.404,0.728,11,11,R,G.Stone(29),2024-07-03,1,d-backs
87,Jul 4,False,LAD,"W,9-3",44,39,9,12,1,0,3,9,5,2,9,0,0,0,0,0,4,0,0.253,0.325,0.406,0.731,8,11,R,L.Knack(44),2024-07-04,1,d-backs
88,Jul 5,False,SDP,"L,8-10",40,38,8,12,3,0,3,8,2,0,9,0,0,0,0,1,0,0,0.254,0.325,0.409,0.734,5,14,R,R.Vásquez(58),2024-07-05,1,d-backs
89,Jul 6,False,SDP,"W,7-5",43,38,7,9,1,1,1,7,4,0,10,0,1,0,0,0,0,0,0.254,0.325,0.409,0.734,7,12,R,M.Waldron(54),2024-07-06,1,d-backs
90,Jul 7,False,SDP,"W,9-1",39,36,9,12,5,0,2,8,2,0,8,0,1,0,1,3,0,0,0.255,0.325,0.412,0.737,3,10,R,D.Cease(62),2024-07-07,1,d-backs
91,Jul 8,True,ATL,"L,4-5",41,34,4,4,0,0,0,4,4,0,2,0,1,2,0,0,2,0,0.253,0.324,0.408,0.732,6,11,R,B.Elder(46),2024-07-08,1,d-backs
92,Jul 9,True,ATL,"L,2-6",35,32,2,6,2,1,0,2,3,0,12,0,0,0,0,1,0,0,0.253,0.323,0.407,0.731,6,9,L,C.Sale(56),2024-07-09,1,d-backs
93,Jul 10,True,ATL,"W,7-5",34,31,7,9,4,0,2,7,1,0,6,1,0,1,0,0,0,0,0.253,0.323,0.409,0.733,3,9,R,C.Morton(52),2024-07-10,1,d-backs
94,Jul 11,True,ATL,"W,1-0",32,28,1,6,0,0,1,1,4,1,9,0,0,0,0,1,0,1,0.253,0.323,0.409,0.732,7,10,L,M.Fried(62),2024-07-11,1,d-backs
95,Jul 12,True,TOR,"W,5-4",41,30,5,6,1,1,0,5,9,1,12,0,0,2,0,0,3,0,0.252,0.324,0.408,0.731,10,10,R,Y.Rodríguez(50),2024-07-12,1,d-backs
96,Jul 13,True,TOR,"W,12-1",47,38,12,15,1,0,3,12,7,0,4,1,0,1,1,0,1,0,0.254,0.326,0.41,0.736,11,10,R,J.Berríos(24),2024-07-13,1,d-backs
97,Jul 14,True,TOR,"L,7-8",41,35,7,9,0,0,1,7,4,0,9,1,1,0,0,0,0,0,0.254,0.326,0.41,0.736,7,11,L,Y.Kikuchi(27),2024-07-14,1,d-backs
98,Jul 19,False,CHC,"W,5-2",41,35,5,12,2,0,0,5,3,0,11,1,1,1,0,2,1,0,0.255,0.327,0.41,0.737,9,9,L,J.Steele(30),2024-07-19,1,d-backs
99,Jul 20,False,CHC,"W,3-0",37,33,3,6,0,0,2,3,3,0,6,1,0,0,0,0,2,0,0.254,0.326,0.409,0.736,7,9,R,K.Hendricks(48),2024-07-20,1,d-backs
100,Jul 21,False,CHC,"L,1-2",35,32,1,2,0,0,1,1,2,0,15,1,0,0,0,0,0,0,0.252,0.325,0.407,0.731,5,10,L,S.Imanaga(78),2024-07-21,1,d-backs
101,Jul 22,False,KCR,"L,4-10",40,33,4,8,3,0,1,4,5,0,7,1,0,1,0,1,0,0,0.252,0.325,0.407,0.732,9,10,L,C.Ragans(51),2024-07-22,1,d-backs
102,Jul 23,False,KCR,"W,6-2",37,34,6,8,1,1,1,5,2,0,9,0,0,1,0,0,2,0,0.252,0.324,0.407,0.731,4,10,R,A.Marsh(41),2024-07-23,1,d-backs
103,Jul 24,False,KCR,"W,8-6",40,35,8,10,3,0,4,8,3,2,3,1,1,0,0,1,1,0,0.252,0.325,0.41,0.735,5,11,R,M.Wacha(40),2024-07-24,1,d-backs
104,Jul 26,True,PIT,"W,4-3",34,29,4,9,1,1,1,3,4,1,4,0,0,1,0,1,0,1,0.253,0.325,0.411,0.736,6,9,R,L.Ortiz(46),2024-07-26,1,d-backs
105,Jul 27,True,PIT,"W,9-5",43,35,9,13,0,1,2,9,4,0,8,2,0,2,0,0,2,0,0.254,0.326,0.413,0.739,10,10,L,M.Gonzales(25),2024-07-27,1,d-backs
106,Jul 28,True,PIT,"L,5-6",38,33,5,5,1,2,2,5,3,0,7,0,1,1,0,0,0,0,0.253,0.325,0.414,0.739,4,12,R,M.Keller(69),2024-07-28,1,d-backs
107,Jul 29,True,WSN,"W,9-8",40,37,9,14,2,1,2,9,3,0,4,0,0,0,0,2,0,0,0.254,0.326,0.416,0.742,6,12,L,M.Parker(52),2024-07-29,1,d-backs
108,Jul 30,True,WSN,"W,17-0",49,45,17,22,6,0,3,17,3,0,3,0,0,1,0,0,1,0,0.257,0.329,0.421,0.75,8,12,L,P.Corbin(-6),2024-07-30,1,d-backs
109,Jul 31,True,WSN,"W,5-4",36,35,5,12,3,1,0,4,1,0,1,0,0,0,0,1,3,0,0.258,0.329,0.422,0.75,7,11,L,M.Gore(40),2024-07-31,1,d-backs
